"","V1"
"Accuracy",0.745098039215686
"Kappa",0.496583143507973
"AccuracyLower",0.603665783055925
"AccuracyUpper",0.856737416240272
"AccuracyNull",0.529411764705882
"AccuracyPValue",0.00131070595408768
"McnemarPValue",0.0960923294556731
