"","V1"
"Sensitivity",0.791666666666667
"Specificity",0.703703703703704
"Pos Pred Value",0.703703703703704
"Neg Pred Value",0.791666666666667
"Precision",0.703703703703704
"Recall",0.791666666666667
"F1",0.745098039215686
"Prevalence",0.470588235294118
"Detection Rate",0.372549019607843
"Detection Prevalence",0.529411764705882
"Balanced Accuracy",0.747685185185185
