"","V1"
"Accuracy",0.627450980392157
"Kappa",0.250580046403712
"AccuracyLower",0.480802158241964
"AccuracyUpper",0.758737570359988
"AccuracyNull",0.529411764705882
"AccuracyPValue",0.102880060633192
"McnemarPValue",1
