"","V1"
"Accuracy",0.784313725490196
"Kappa",0.564102564102564
"AccuracyLower",0.646785936490481
"AccuracyUpper",0.887109400250257
"AccuracyNull",0.529411764705882
"AccuracyPValue",0.000150227290872821
"McnemarPValue",0.546493595406582
