"","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38"
"Accuracy",0.705882352941177,0.705882352941177,0.666666666666667,0.627450980392157,0.627450980392157,0.705882352941177,0.627450980392157,0.666666666666667,0.647058823529412,0.549019607843137,0.686274509803922,0.568627450980392,0.549019607843137,0.568627450980392,0.705882352941177,0.607843137254902,0.705882352941177,0.686274509803922,0.647058823529412,0.588235294117647,0.607843137254902,0.627450980392157,0.588235294117647,0.725490196078431,0.627450980392157,0.627450980392157,0.686274509803922,0.627450980392157,0.647058823529412,0.705882352941177,0.607843137254902,0.627450980392157,0.647058823529412,0.627450980392157
"Sensitivity",0.708333333333333,0.75,0.666666666666667,0.708333333333333,0.708333333333333,0.791666666666667,0.708333333333333,0.708333333333333,0.75,0.541666666666667,0.75,0.583333333333333,0.541666666666667,0.541666666666667,0.75,0.708333333333333,0.75,0.666666666666667,0.666666666666667,0.583333333333333,0.625,0.708333333333333,0.666666666666667,0.791666666666667,0.708333333333333,0.708333333333333,0.708333333333333,0.708333333333333,0.708333333333333,0.791666666666667,0.666666666666667,0.666666666666667,0.708333333333333,0.666666666666667
"Specificity",0.703703703703704,0.666666666666667,0.666666666666667,0.555555555555556,0.555555555555556,0.62962962962963,0.555555555555556,0.62962962962963,0.555555555555556,0.555555555555556,0.62962962962963,0.555555555555556,0.555555555555556,0.592592592592593,0.666666666666667,0.518518518518518,0.666666666666667,0.703703703703704,0.62962962962963,0.592592592592593,0.592592592592593,0.555555555555556,0.518518518518518,0.666666666666667,0.555555555555556,0.555555555555556,0.666666666666667,0.555555555555556,0.592592592592593,0.62962962962963,0.555555555555556,0.592592592592593,0.592592592592593,0.592592592592593
"Precision",0.68,0.666666666666667,0.64,0.586206896551724,0.586206896551724,0.655172413793103,0.586206896551724,0.62962962962963,0.6,0.52,0.642857142857143,0.538461538461538,0.52,0.541666666666667,0.666666666666667,0.566666666666667,0.666666666666667,0.666666666666667,0.615384615384615,0.56,0.576923076923077,0.586206896551724,0.551724137931034,0.678571428571429,0.586206896551724,0.586206896551724,0.653846153846154,0.586206896551724,0.607142857142857,0.655172413793103,0.571428571428571,0.592592592592593,0.607142857142857,0.592592592592593
"Balanced accuracy",0.706018518518519,0.708333333333333,0.666666666666667,0.631944444444444,0.631944444444444,0.710648148148148,0.631944444444444,0.668981481481482,0.652777777777778,0.548611111111111,0.689814814814815,0.569444444444444,0.548611111111111,0.56712962962963,0.708333333333333,0.613425925925926,0.708333333333333,0.685185185185185,0.648148148148148,0.587962962962963,0.608796296296296,0.631944444444444,0.592592592592593,0.729166666666667,0.631944444444444,0.631944444444444,0.6875,0.631944444444444,0.650462962962963,0.710648148148148,0.611111111111111,0.62962962962963,0.650462962962963,0.62962962962963
