,Plate_num,Fruit_num,Sepal_num,01/23 labels,937.33,944.25,951.16,958.08,965,971.92,978.85,985.77,992.7,999.63,1006.6,1013.5,1020.4,1027.4,1034.3,1041.3,1048.2,1055.2,1062.1,1069.1,1076,1083,1089.9,1096.9,1103.9,1110.8,1117.8,1124.8,1131.8,1138.7,1145.7,1152.7,1159.7,1166.7,1173.6,1180.6,1187.6,1194.6,1201.6,1208.6,1215.6,1222.6,1229.6,1236.6,1243.6,1250.7,1257.7,1264.7,1271.7,1278.7,1285.8,1292.8,1299.8,1306.8,1313.9,1320.9,1327.9,1335,1342,1349.1,1356.1,1363.2,1370.2,1377.3,1384.3,1391.4,1398.4,1405.5,1412.6,1419.6,1426.7,1433.8,1440.8,1447.9,1455,1462.1,1469.2,1476.2,1483.3,1490.4,1497.5,1504.6,1511.7,1518.8,1525.9,1533,1540.1,1547.2,1554.3,1561.4,1568.5,1575.7,1582.8,1589.9,1597,1604.1,1611.3,1618.4,1625.5,1632.7,1639.8,1646.9,1654.1,1661.2,1668.4,1675.5,1682.7,1689.8,1697,1704.1,1711.3,1718.4
0,1,1,1,0,0.4143757791,0.4146694253,0.3689645337,0.3383730531,0.3245458723,0.3182035245,0.3165437236,0.3158834719,0.3189331768,0.3229192095,0.327360662,0.3349632663,0.3431013132,0.3523918511,0.3614965591,0.3710302224,0.3788590178,0.3858344168,0.3896058949,0.3909338243,0.3903710996,0.3872860605,0.3826205264,0.3791481221,0.3748990465,0.3706148083,0.3662509264,0.3604169066,0.3471620726,0.3243176046,0.299581496,0.2815911907,0.2716094765,0.2669772274,0.2650404559,0.2637729223,0.2629428121,0.2623011494,0.2630417321,0.2647687605,0.2669010826,0.2692160081,0.2717057841,0.2744812046,0.2765120638,0.280043709,0.2828787558,0.2841022488,0.2846481311,0.2845750176,0.283662989,0.2815500586,0.2793125197,0.2743348087,0.2676347966,0.2601238133,0.252081251,0.2433822226,0.2356099146,0.2283880736,0.2222936867,0.2170073577,0.2100130192,0.1989879422,0.1826561149,0.1616350643,0.1389046041,0.1229101135,0.1094801156,0.1029851647,0.09736841573,0.09418826478,0.09222913922,0.09115775149,0.09184692818,0.092295906,0.09380124292,0.09663936675,0.1010839168,0.1045785585,0.1110061675,0.1146693593,0.1196624565,0.1254111055,0.1312582635,0.1372254112,0.1417044139,0.1480743051,0.1533990991,0.1589830116,0.1640322353,0.167947079,0.1727493841,0.1782604958,0.1818749811,0.1873434248,0.1899601954,0.1934139719,0.1971102236,0.2011125418,0.2039927277,0.2064999604,0.2099434206,0.2112746331,0.2125480773,0.2148486149,0.2154316311,0.2176153549,0.2182210275,0.2279544442,0.2496267842,0.2427949894
52,1,1,2,0,0.4714400119,0.4500781289,0.3777277883,0.3429095563,0.3261876801,0.3207860899,0.318341742,0.3188010467,0.3218700643,0.3261087512,0.331231344,0.3383978541,0.3459678706,0.3562479819,0.3661095546,0.3754367273,0.3841038792,0.3907039921,0.3949593833,0.3963692973,0.3956320776,0.3913215671,0.386831833,0.3827535532,0.378089958,0.3738513968,0.3698273011,0.3636837459,0.3505880302,0.3277239928,0.3010353362,0.2808668502,0.2696546311,0.2639635422,0.2621088067,0.2610089034,0.2600443404,0.2602002435,0.2599189213,0.2608102398,0.2627223452,0.2652620648,0.2686073868,0.2724849473,0.2745950877,0.2779001901,0.2793675448,0.2806377223,0.2811734654,0.2821241273,0.2810737152,0.2781734704,0.2740992893,0.269035558,0.2626444872,0.2556078897,0.2477633662,0.2383214176,0.2294249641,0.2223340016,0.2166434637,0.2116727145,0.2050683967,0.1943662354,0.1791381372,0.1600539962,0.1407338183,0.1260947917,0.1153894373,0.1076044367,0.1030051785,0.1012530531,0.09880993587,0.09827560175,0.09833702963,0.09972640004,0.1008788068,0.1030215744,0.1072097516,0.1105589959,0.1148009883,0.1189751329,0.1242389312,0.1287746529,0.1334476155,0.1387599473,0.1435333322,0.1478947876,0.1533183262,0.1574776005,0.1618277012,0.166552247,0.1704136889,0.1743063798,0.1789320596,0.1813415963,0.185524274,0.1892528009,0.1926549478,0.1957334357,0.1984835587,0.201582953,0.2038408513,0.2046479063,0.205879425,0.2072469665,0.2078148192,0.2104757318,0.2101155687,0.2189206471,0.233825976,0.246816148
183,1,1,5,0,0.4480729763,0.4495221086,0.4667003325,0.4488516348,0.4366557985,0.4311730237,0.4277591147,0.4291100995,0.4323898199,0.4374843794,0.4448777192,0.4526122415,0.4614540119,0.4728403465,0.4836327126,0.4945371219,0.5044166717,0.511307254,0.5177441555,0.5211569217,0.5217445774,0.5182720229,0.5149583461,0.510026679,0.5042463607,0.4986738463,0.4934681573,0.4853102638,0.4706488415,0.4451524016,0.4122137045,0.3866261231,0.3734153461,0.3676108613,0.3649988905,0.3631464761,0.3617919692,0.3623343505,0.3629592496,0.3641194835,0.3672274214,0.3699046514,0.3730899273,0.375415843,0.3799141251,0.3844244072,0.3872804209,0.3891037225,0.3900885751,0.3895736383,0.3882485428,0.3857098721,0.3816380614,0.3740039249,0.3644313397,0.354096201,0.3413635047,0.3287338299,0.3167876592,0.3063230922,0.2980500544,0.2892348914,0.2797190613,0.264358246,0.2413613465,0.2120739507,0.1836474332,0.1608466516,0.1450217835,0.1347477792,0.1299911094,0.12510774,0.12316904,0.1220626843,0.1213364995,0.1223900553,0.12395352,0.1272739107,0.1315930435,0.1378177526,0.142417873,0.149005927,0.1556973739,0.1625906648,0.1688934016,0.1757874876,0.1827956655,0.1901147592,0.1963430518,0.2036095579,0.2095966459,0.2152351069,0.2217005484,0.2266529319,0.2325281745,0.2371678455,0.2423478263,0.2475943435,0.2519733866,0.2565803185,0.2597455488,0.2641695695,0.2667693942,0.2688091079,0.2713595228,0.2734408269,0.2733392122,0.2740597622,0.2734295314,0.2806825674,0.2865025806,0.2947923027
221,1,2,1,0,0.4214590793,0.4265348128,0.3880302737,0.3597438988,0.3434866677,0.3390484265,0.3354795738,0.3351330501,0.3378595831,0.3405795615,0.3449439162,0.3509157881,0.3573188625,0.3679194058,0.3783991615,0.3890490859,0.3972566752,0.4044990995,0.4073859758,0.4072852858,0.4039531659,0.3967232388,0.3901959976,0.3866690894,0.3839340624,0.3825483974,0.3811324302,0.3779980192,0.3668634857,0.3466355138,0.3239804475,0.3072583293,0.2992279925,0.2947439646,0.2925734685,0.2912823255,0.2903075756,0.2903826931,0.2901965158,0.2937547467,0.2970390737,0.3004620844,0.3042016273,0.3076160052,0.3101547237,0.3139543454,0.3180971726,0.3190274567,0.3205921305,0.3208543855,0.3202820254,0.3191113764,0.319231208,0.3151158215,0.3100594499,0.3043341681,0.2975720291,0.2904609573,0.2833399075,0.2771458186,0.2710487066,0.2655602592,0.259597756,0.2499383233,0.2325346539,0.2104403157,0.1850797719,0.1658786465,0.1516991915,0.1414905324,0.135470144,0.1323654183,0.1299826199,0.1306392515,0.1310885162,0.1325485733,0.1350252067,0.138462282,0.1455551275,0.1497712945,0.156659676,0.1622401841,0.1688398769,0.1767007522,0.184062305,0.1904864635,0.1965016557,0.2032812593,0.2107045907,0.2169516771,0.2225745479,0.2273478017,0.2325978189,0.2387806826,0.2435857656,0.2473555593,0.2514854544,0.2560146324,0.2608673295,0.2647904195,0.2678024767,0.270143998,0.2739146565,0.2754354506,0.2762346187,0.2756660655,0.2738665776,0.2742179885,0.2723403934,0.2761085057,0.290799952,0.2949253722
254,1,2,2,0,0.4498084347,0.4509448073,0.3925602598,0.35974235,0.3420623604,0.3366843682,0.3342936982,0.3345945284,0.3394049347,0.3443500975,0.3514820709,0.3606791536,0.3705790918,0.3836233698,0.3946666891,0.4068878406,0.4180797808,0.4267546321,0.432489391,0.4351938305,0.4353286388,0.4314604538,0.4254777562,0.4201538035,0.4127465095,0.4055418362,0.3993576881,0.3909637766,0.3723774743,0.3432893256,0.3111037965,0.2876859918,0.2759357555,0.2707881756,0.2679171903,0.2664768075,0.2653849303,0.265861889,0.2651947556,0.2665496726,0.2687351002,0.2713981448,0.2741133553,0.277726157,0.2798790971,0.2829743984,0.2855928855,0.2866286422,0.2875012343,0.2879251379,0.2862372922,0.2829190173,0.279852487,0.2732924122,0.2656764553,0.2574337376,0.2477873665,0.2369011941,0.22809496,0.2206034832,0.2146012337,0.2086515025,0.2015696659,0.1910263635,0.1755110769,0.1566781173,0.1371987013,0.1230975176,0.113285632,0.1065019493,0.103213107,0.100918142,0.09925929104,0.09822662146,0.09861203113,0.09890736825,0.1011083158,0.1027786659,0.1060194763,0.1081225873,0.1126523266,0.11638068,0.1202483565,0.1252761189,0.1289590628,0.1335478973,0.1376954814,0.1430284833,0.1476048574,0.1516815955,0.1551961951,0.1591025454,0.1626408118,0.1666807272,0.1705624215,0.1726697354,0.1770858612,0.1798409878,0.1844583141,0.1870840512,0.1888353013,0.1907906491,0.1944031267,0.1944130755,0.1972591626,0.1990966215,0.2004193573,0.2067720795,0.205338181,0.213395977,0.2311937804,0.2429051687
278,1,2,3,0,0.4389903086,0.4424984127,0.3865548499,0.3600250598,0.3463303796,0.3404794498,0.3391316318,0.3383711219,0.3415249709,0.346322107,0.351627256,0.3592048912,0.368379343,0.3788765503,0.3899943458,0.4011126018,0.4099940954,0.4179899062,0.4223240461,0.4239515482,0.4218981846,0.4178231431,0.4120738696,0.4069560917,0.4025174082,0.3983843165,0.3948967059,0.3886711011,0.3747957999,0.3505567898,0.3238383756,0.3044101432,0.2932660665,0.2881117667,0.2863195968,0.2847913984,0.2842219033,0.2832735582,0.2847542258,0.2861830873,0.2894245902,0.2925492498,0.2956882971,0.2992157971,0.3016392178,0.3061681917,0.3089188752,0.3107845111,0.3118124048,0.3121957714,0.3116914303,0.3091593341,0.3069076291,0.3014167778,0.2951771679,0.2869724788,0.2779817478,0.268072802,0.2587481891,0.2506910314,0.2438437877,0.2370548518,0.2287071456,0.2156657049,0.1962338378,0.1716944957,0.1444738581,0.1250028119,0.1095589106,0.1017041883,0.09464687862,0.09171338043,0.08919637824,0.08808360192,0.08849483792,0.08996392576,0.09069701057,0.09361807754,0.09880961451,0.1030859183,0.1099837222,0.1141771634,0.1201095219,0.1266911742,0.1324108906,0.1397845785,0.1457036735,0.1522260012,0.1592164652,0.1651109134,0.1717287168,0.1756905688,0.1821913394,0.1883455203,0.1917586521,0.1984939494,0.2010790519,0.2051294045,0.2093844776,0.2141278906,0.2164497662,0.2198152826,0.2231881525,0.2242427103,0.2254637502,0.2291018116,0.2285368986,0.2317559679,0.2340980804,0.2480552472,0.2614805839,0.2455863311
317,1,2,4,0,0.4430448033,0.4400676278,0.4133950518,0.3814851558,0.3622484048,0.3573039836,0.3531866778,0.3539859858,0.3580040565,0.3639553762,0.3713239272,0.3800724559,0.3913153429,0.4045835377,0.4184635455,0.4325431615,0.444945378,0.4547021484,0.4622869578,0.4643121059,0.4626956268,0.4567212286,0.4508611595,0.4440140903,0.4368566309,0.4304164797,0.4242943029,0.4151528845,0.3971096693,0.3667949287,0.3321616077,0.30777246,0.2950520249,0.2893450682,0.2862590946,0.2849869776,0.2843278285,0.2840110116,0.28444507,0.2855150127,0.2875406696,0.2901763683,0.2926351923,0.295216475,0.2997528325,0.302885209,0.3050666047,0.3064808438,0.3071625637,0.3069666417,0.304937338,0.3026669849,0.2989452526,0.2924912813,0.2848358118,0.2761863715,0.2664155913,0.2565913673,0.2492431892,0.2412897817,0.2350946313,0.2281381876,0.2221698338,0.2103203055,0.1954556,0.1763761538,0.157600953,0.1424879835,0.1320767958,0.1265186163,0.1224621073,0.1189293645,0.1176983977,0.1168690883,0.1170210409,0.1179189476,0.1181105067,0.1211134063,0.1230826209,0.1271801347,0.1308431232,0.1355334002,0.1385222895,0.1440587214,0.1480268636,0.1529399827,0.157932961,0.1627245021,0.1661372436,0.1711809498,0.1754360702,0.1784689092,0.1835887802,0.1866507265,0.1917911227,0.1948714898,0.1974382811,0.2005950201,0.2047643672,0.2076248172,0.2103683524,0.2138911728,0.2157432922,0.2159857391,0.2179004865,0.2185900068,0.22058711,0.2216417064,0.2219976087,0.2305367883,0.2495012702,0.2541325213
343,1,2,5,0,0.4291390659,0.427920706,0.3966710704,0.3670079173,0.3512826599,0.3466724157,0.3428778379,0.3430467384,0.3461797689,0.35063906,0.356637525,0.363246942,0.3725516424,0.3844765353,0.3968164746,0.4092131089,0.4203914033,0.4283413668,0.4338365352,0.4339498136,0.4295239466,0.4220650631,0.4157770639,0.410948229,0.4062700088,0.4027640091,0.4002804552,0.3953711532,0.3821575645,0.3567773396,0.3270966412,0.3060740812,0.2944686679,0.2887302312,0.2856833087,0.2848875916,0.2843299065,0.2839072237,0.2844442496,0.28646052,0.2895451261,0.2934206848,0.2968314598,0.3004532416,0.3058419667,0.3091801567,0.3116502505,0.3137624893,0.3152406461,0.3154337965,0.3145161304,0.3125934629,0.3096443412,0.3043281088,0.2977144717,0.2899345066,0.280578201,0.2707335927,0.2632638386,0.2547046815,0.2483969947,0.2412996222,0.2342409117,0.2210452711,0.2025377349,0.1788121432,0.1535843265,0.1331928881,0.118288039,0.1092451759,0.1036558088,0.0993066979,0.09782831476,0.09702940451,0.09705586634,0.09810626546,0.09891833124,0.1035453568,0.1076763555,0.1134354485,0.1187830051,0.124925995,0.130926132,0.1380937195,0.1442272144,0.1509714113,0.1578857283,0.1647549076,0.1709015931,0.1778284434,0.1835881565,0.1883276154,0.1950898312,0.1993539409,0.2054689942,0.2109687461,0.2144914636,0.2185182779,0.222914991,0.2265509645,0.2303536704,0.2352570326,0.237708133,0.2385226927,0.2402569395,0.2414409515,0.2412656032,0.2427715007,0.2431354005,0.2464517522,0.2649418214,0.2662240573
440,1,3,2,0,0.5179075006,0.5037638598,0.4862698178,0.4666558067,0.4576379457,0.4536052233,0.4530977526,0.4533875918,0.4532326437,0.4556133926,0.4570361106,0.4583776052,0.463326107,0.47238313,0.4822906625,0.491682367,0.4976033414,0.5009527235,0.5006787915,0.4953758061,0.4846677317,0.4716178331,0.4653669096,0.4647772861,0.4682988953,0.4746869845,0.4841607086,0.4922504202,0.4932360652,0.4837433028,0.4682767773,0.4548704455,0.445312449,0.4367266501,0.4335454924,0.4325832949,0.4316928661,0.4301251525,0.430982568,0.4364099709,0.4448036255,0.4530484091,0.4612934112,0.4676782486,0.4731739353,0.4770466323,0.4820461219,0.4851538596,0.4874207799,0.4888246069,0.489089173,0.4883616138,0.4885094823,0.485556002,0.4816076522,0.4765654694,0.4704650196,0.4645348108,0.4570935272,0.449581196,0.4427321643,0.4361253891,0.4278639936,0.4132951099,0.3923932372,0.3685330878,0.3460407933,0.3304574805,0.3200075143,0.3109315362,0.3057072317,0.3050414443,0.3090193441,0.3132178302,0.3158945596,0.3191561962,0.3214459596,0.3279007877,0.334486231,0.3415747788,0.3465571087,0.3528876179,0.3617247953,0.3672638115,0.3728870544,0.3790498365,0.3866319261,0.3936684601,0.4001612653,0.4057138996,0.4114666546,0.4172623706,0.4222269288,0.4268628022,0.4314100739,0.4371980223,0.4408439063,0.4438379012,0.4464267762,0.4493230899,0.4523196523,0.4549232149,0.4554917728,0.4509010546,0.445361375,0.4409821803,0.4318545329,0.4229195621,0.3999608251,0.3965545252,0.3869552566,0.3920220556
