,Plate_num,Fruit_num,Sepal_num,937.33,944.25,951.16,958.08,965,971.92,978.85,985.77,992.7,999.63,1006.6,1013.5,1020.4,1027.4,1034.3,1041.3,1048.2,1055.2,1062.1,1069.1,1076,1083,1089.9,1096.9,1103.9,1110.8,1117.8,1124.8,1131.8,1138.7,1145.7,1152.7,1159.7,1166.7,1173.6,1180.6,1187.6,1194.6,1201.6,1208.6,1215.6,1222.6,1229.6,1236.6,1243.6,1250.7,1257.7,1264.7,1271.7,1278.7,1285.8,1292.8,1299.8,1306.8,1313.9,1320.9,1327.9,1335,1342,1349.1,1356.1,1363.2,1370.2,1377.3,1384.3,1391.4,1398.4,1405.5,1412.6,1419.6,1426.7,1433.8,1440.8,1447.9,1455,1462.1,1469.2,1476.2,1483.3,1490.4,1497.5,1504.6,1511.7,1518.8,1525.9,1533,1540.1,1547.2,1554.3,1561.4,1568.5,1575.7,1582.8,1589.9,1597,1604.1,1611.3,1618.4,1625.5,1632.7,1639.8,1646.9,1654.1,1661.2,1668.4,1675.5,1682.7,1689.8,1697,1704.1,1711.3,1718.4
0,1,1,1,0.4572365738,0.4422860138,0.3934997021,0.3666328189,0.3562201204,0.3519913941,0.3514560462,0.3517604565,0.353069255,0.3558083975,0.358735929,0.3621734141,0.3674395547,0.3746269968,0.3823855231,0.3896733208,0.3948289356,0.3984938244,0.3996770304,0.3979250822,0.3933093482,0.3865107085,0.382350679,0.3803539559,0.3806966474,0.3818990546,0.3844249481,0.3862137543,0.3820797459,0.3690830683,0.3509469008,0.3362514335,0.3269739655,0.3207976335,0.3179524931,0.3170892432,0.3163152631,0.3148723638,0.3157394839,0.3194059186,0.3241832875,0.3295623123,0.3343685329,0.3385130202,0.3421819896,0.3456048474,0.3487531225,0.3511546939,0.3523664771,0.3526747286,0.3521317363,0.3503599339,0.3484162569,0.3443966118,0.3385003094,0.3322506614,0.3242537461,0.3168122384,0.3087423083,0.3011916058,0.2945930856,0.2878895745,0.279770116,0.2675292148,0.2490045697,0.2277773424,0.2074674323,0.1932334566,0.1836785121,0.1770137109,0.1729684969,0.17135097,0.1729936463,0.1742938336,0.175349081,0.1769379427,0.1795887502,0.1832346023,0.1873630579,0.1918777906,0.1962971843,0.2020408304,0.2074328954,0.2126093924,0.2170114008,0.2228691862,0.228322921,0.2335418217,0.2381199456,0.2427570208,0.2484289421,0.2530904501,0.2568217273,0.2606751484,0.2649276428,0.2698406475,0.2724204553,0.2744773898,0.2776954404,0.280524243,0.2834326245,0.2848221519,0.2856356424,0.2836649151,0.2819657566,0.2807096509,0.2799559365,0.2786492789,0.2764813122,0.2734650579,0.2769923263,0.2793704618
119,1,1,2,0.4351906675,0.4273800753,0.412501535,0.3898611649,0.3782818697,0.3728304299,0.3722819439,0.3732216168,0.3757874378,0.3804830776,0.3860451986,0.3933835039,0.4007963312,0.40991538,0.4182516347,0.4267010814,0.4337714313,0.4396424641,0.4439740998,0.4456201781,0.4459168954,0.4436870488,0.4407602173,0.436790078,0.4331838625,0.4288676707,0.4243210434,0.4183402806,0.4063871965,0.3841293392,0.3572071609,0.3357810686,0.3241301104,0.3185888648,0.3164339236,0.315802452,0.3151584542,0.3142314652,0.3150968078,0.3168283758,0.3187592763,0.3212848276,0.3246187117,0.3278029227,0.3309646413,0.3342539304,0.3361988009,0.3380173416,0.339505101,0.339249988,0.3381167221,0.3350748036,0.3295123588,0.3240515832,0.3153696174,0.3063898415,0.2955144623,0.2837220472,0.2720165686,0.2630117871,0.2550353328,0.2476447628,0.238986523,0.224379556,0.2030523852,0.1770179532,0.1504420999,0.1296581041,0.1150507566,0.1059227975,0.1003208887,0.09726980458,0.09525511142,0.0937522712,0.09317987115,0.09380105155,0.09632386932,0.09955108208,0.1030481092,0.1080370351,0.1140424018,0.1204724344,0.126643185,0.1332987434,0.1395923911,0.1465845587,0.1529588788,0.1590610249,0.1657704534,0.1717982622,0.1784119268,0.1845594558,0.1894584974,0.1947279062,0.2005676753,0.2064366154,0.2103800572,0.2130331065,0.2183166603,0.2219846723,0.2258188969,0.2285145793,0.231376815,0.232938636,0.2346679672,0.2366483203,0.2385115463,0.240275239,0.243348647,0.2471908095,0.2494630755,0.2472653648
210,1,1,3,0.5149302451,0.4863142946,0.4449137212,0.4212005205,0.4094925859,0.4081478246,0.407078472,0.4056842015,0.407502344,0.410683845,0.4143098619,0.4187639324,0.4250680147,0.4336212271,0.4442697579,0.4537593289,0.4611454422,0.4652411983,0.4675570542,0.4657370932,0.4594791275,0.4500491255,0.444005598,0.4415383273,0.4419728311,0.4440455677,0.4467823532,0.4482519472,0.4437309297,0.4291463944,0.4074514576,0.3899973308,0.3787144712,0.3714409659,0.368197549,0.3675575242,0.3669133492,0.3654727286,0.3675441959,0.3717347045,0.3769097137,0.3828685597,0.3890747846,0.3935218098,0.3984744444,0.4028290895,0.4063066144,0.4088554756,0.410526595,0.4111022548,0.4106695256,0.40992901,0.4076286357,0.4022745684,0.3955120628,0.3881098335,0.379617335,0.3703650677,0.3603800688,0.3513351919,0.343319018,0.33521355,0.3257642663,0.3102794433,0.2894735466,0.2628074141,0.2372440848,0.2191028414,0.2059799821,0.1973273221,0.1915288108,0.190045024,0.19086537,0.1907145813,0.1920231329,0.1939885684,0.1971035503,0.2004292933,0.2052398147,0.2106650041,0.216992635,0.2237933666,0.2304465463,0.2358524955,0.2423100479,0.249039309,0.2556807966,0.2625745902,0.269040241,0.274942323,0.2812950238,0.2861896148,0.2924451367,0.2969523737,0.3016127761,0.3062884173,0.3110706891,0.3158205512,0.3189966283,0.3219430933,0.3247216746,0.3276246157,0.3276956205,0.328575477,0.3262055352,0.3254720943,0.3236818442,0.3202241663,0.3211947186,0.317654118,0.3249920429,0.3194332796
330,1,1,4,0.4391825802,0.4066293225,0.3865250604,0.3579608224,0.3444592871,0.3382129616,0.3364509144,0.3370844222,0.3399906516,0.3452614235,0.3509325659,0.3587573777,0.3676252255,0.3782759674,0.3891867704,0.4004551703,0.4102031236,0.4181227381,0.4234553686,0.4256577018,0.4244167605,0.4204238721,0.415366905,0.4099667131,0.4044579985,0.3992270387,0.3944146014,0.3872666078,0.3721631282,0.3470975311,0.3173862653,0.2952108448,0.2838273472,0.2792073402,0.2771365258,0.2764787723,0.2754177459,0.2742966885,0.2742034566,0.2758122456,0.2784122782,0.2813451284,0.2845431939,0.2875734167,0.2908261005,0.293676388,0.2959769692,0.2976577816,0.2986392672,0.2979242664,0.2968221149,0.2948587084,0.2905626833,0.2845193944,0.2771654452,0.2687088436,0.2588219709,0.2484664758,0.2388373785,0.2310366608,0.2239262472,0.2175622431,0.2099272054,0.1974580373,0.1791244566,0.1560272649,0.1338456435,0.1164584182,0.1044304626,0.09666596701,0.09142074438,0.08844410734,0.08682127358,0.08598846714,0.08558541852,0.0862262303,0.08772134481,0.09097001229,0.09394894611,0.09874370123,0.1037025549,0.1082220132,0.1136104536,0.1193001298,0.1250523696,0.1305492864,0.1367666989,0.1426424701,0.1477746495,0.153180554,0.1585313336,0.1638045404,0.1684862165,0.1729611103,0.1776671967,0.1826179931,0.1855807844,0.1891539636,0.1929838497,0.1959738696,0.1998136094,0.2021872198,0.2051865151,0.2067115441,0.2076917659,0.2087293759,0.2109359156,0.2119884391,0.2170543144,0.2237051209,0.2366888625,0.2448610009
451,1,1,5,0.4420290769,0.4062394145,0.3595441432,0.3241943543,0.3093846635,0.3033791406,0.3017091809,0.3029130373,0.3057346852,0.3106615098,0.317025998,0.3245909854,0.3338490694,0.3439269902,0.3540707811,0.3644214657,0.3739480294,0.3816681748,0.3873686654,0.3901272212,0.3903828116,0.3877766659,0.3839544007,0.3779533032,0.3718931091,0.3654532893,0.3594273945,0.3512153719,0.3352373314,0.309812589,0.2805048487,0.2588643289,0.2476450806,0.2437530143,0.2413463424,0.2408235465,0.2404893263,0.2391168818,0.2392533517,0.2403679668,0.2422766278,0.2449066308,0.2469236637,0.2496113005,0.2528936578,0.2553493947,0.2573884173,0.2588750293,0.2599703652,0.2589175599,0.2577675442,0.2556498961,0.2512536781,0.2457316481,0.2383264437,0.2300972171,0.2205525863,0.2108775876,0.2022729382,0.1949500673,0.1890581168,0.1829291253,0.1765227532,0.1655075064,0.1498645071,0.1306909944,0.111344808,0.09589097477,0.08570590846,0.07919890621,0.0748121945,0.07220805814,0.07086111861,0.06969913021,0.06959636597,0.07025761554,0.07169350959,0.07447281959,0.07688507517,0.08092201494,0.08537623228,0.08891986169,0.09364522086,0.0990083585,0.1043215373,0.108525709,0.114404995,0.1192737382,0.1234315139,0.1283329303,0.1334753155,0.137636036,0.1417299113,0.1452586825,0.1497997369,0.1543838128,0.1566620742,0.1599415731,0.1638677047,0.1664194552,0.16998973,0.1722671729,0.1756446901,0.1765742489,0.1788046435,0.1800829083,0.1830161447,0.1869627048,0.1911078798,0.2008740972,0.2203663816,0.2230708667
564,1,2,1,0.4783402353,0.4856826738,0.4812401616,0.4623553461,0.4517255615,0.4464495708,0.4462839008,0.4464491258,0.4488058609,0.4528735618,0.4569564168,0.4631934922,0.4699008927,0.4792568265,0.4882602131,0.4976399813,0.5047049408,0.5102274219,0.5135758646,0.5131480074,0.5105776888,0.5055523504,0.5011026358,0.4980298744,0.4962770401,0.4955128718,0.4953073636,0.493235956,0.4840458928,0.464310807,0.4391596982,0.4182587929,0.4071126718,0.4014643176,0.3988246521,0.3973024588,0.3967013966,0.3953519276,0.3961391098,0.4003603171,0.405048045,0.4094160302,0.4139703862,0.4183485953,0.4219185288,0.4263489304,0.4312772275,0.4335061441,0.434637679,0.4348917813,0.4339454843,0.4314762973,0.4289534958,0.4229773576,0.4146481737,0.4046416941,0.3932171005,0.381316665,0.3692891325,0.3587117544,0.3495504696,0.3406031075,0.3299016867,0.3138727374,0.2884104678,0.2586199888,0.2292824765,0.2074911667,0.193579103,0.1846653478,0.1784014028,0.1755276854,0.1745289796,0.1749232789,0.1752840142,0.1770554431,0.1796857214,0.1832602423,0.1876552514,0.1937729246,0.2000975889,0.2069213795,0.2135730657,0.2214754983,0.2284379236,0.2357618459,0.2427540622,0.2498112286,0.2573685255,0.264684415,0.2716467584,0.2782698618,0.2842879448,0.2909729551,0.2973002136,0.3037595622,0.3079967704,0.3122249607,0.3178375011,0.3219977486,0.3259638545,0.3290955884,0.3323990749,0.3335051359,0.3339691606,0.3346481626,0.3345821806,0.3336523453,0.3327311506,0.3342984087,0.331387526,0.3331773964
684,1,2,2,0.4627133071,0.4578751329,0.4538404804,0.4372181443,0.4280918545,0.4237550774,0.4230298552,0.4236636415,0.4254737162,0.4291068593,0.4333878623,0.4387347402,0.4448148111,0.4535578002,0.4618141036,0.4703563717,0.476869657,0.4816770434,0.4843748085,0.4834271204,0.479517067,0.4740046509,0.4698917511,0.4672351482,0.4661079489,0.4657690782,0.4665856681,0.4658834714,0.4592439815,0.4417122631,0.4178631754,0.3983416092,0.3864177713,0.3798927997,0.377132771,0.3761363893,0.3753949405,0.3740251679,0.3749334564,0.3779020289,0.3824545103,0.3880125171,0.393164431,0.3979928567,0.4022775299,0.4061012503,0.4096226868,0.41225358,0.414037137,0.414337394,0.4133026786,0.4105789499,0.4067016687,0.4014462596,0.3935754652,0.3845736938,0.3739325532,0.3626632887,0.3511841368,0.3404652413,0.3318768532,0.3233442503,0.3127779497,0.2962256213,0.2721426823,0.2430546461,0.2149873963,0.1946400429,0.1808948124,0.1719376161,0.1663772691,0.163814433,0.1643434376,0.1645920833,0.1649399297,0.1664830739,0.1698923001,0.1739600394,0.1787449683,0.1844574239,0.1909383595,0.1982029906,0.2049586099,0.2117949141,0.218378234,0.2255193159,0.2325214013,0.2397613263,0.2469977312,0.253989606,0.2612896064,0.2672661126,0.27286247,0.2787612972,0.2845932881,0.2904123797,0.2951586252,0.2987829153,0.3037636293,0.3080211497,0.3112782709,0.3143100513,0.3163911042,0.3170540596,0.3158842889,0.3160086781,0.3152072006,0.3133321277,0.3093833652,0.3038057762,0.3005179452,0.294548698
820,1,2,3,0.4539202911,0.4391069618,0.4039386462,0.374762663,0.3613921775,0.3557681911,0.3550455668,0.3554837735,0.3591855143,0.3643460276,0.3710249254,0.3791130239,0.3882617452,0.3990792549,0.4103002631,0.4210870305,0.4302483797,0.4381564445,0.4437874761,0.4466424858,0.446735318,0.4439027521,0.4393734328,0.4344123016,0.4284644696,0.4232724542,0.4172132074,0.40913142,0.393370969,0.366327768,0.3355792901,0.3107355022,0.298356326,0.2932670925,0.2914815493,0.2898610705,0.288880276,0.2877134583,0.288315084,0.2902956502,0.2924465303,0.2955335511,0.2985125287,0.3016315364,0.3044298648,0.3077789364,0.3107666655,0.3130339224,0.3132965397,0.3132376284,0.3114322111,0.3083451771,0.3039444409,0.2972444455,0.2892398562,0.2796350917,0.2693161539,0.2581640464,0.2475838929,0.2389502993,0.2317741523,0.2250740433,0.2168137664,0.2046480972,0.1864599462,0.1633313763,0.1409676944,0.1219327947,0.1096506461,0.1015955727,0.09570914156,0.09241645254,0.09082091354,0.08990828888,0.08966653573,0.09007310324,0.09205241916,0.09521785169,0.09932769014,0.1040197487,0.1089782056,0.1144884432,0.1202745223,0.1258035219,0.1319313571,0.1374506155,0.1435091503,0.1490137047,0.154628174,0.1603598486,0.165346098,0.1704351512,0.1754044272,0.1801031406,0.1849338124,0.1896175563,0.1934057807,0.1966526929,0.1997060276,0.2039653205,0.206723034,0.2093460749,0.2117960198,0.2140957991,0.2154409355,0.2161182859,0.2179382073,0.2204539409,0.2253401943,0.2354092031,0.2411001438,0.2543558794
921,1,2,4,0.444071815,0.4172147638,0.4090996995,0.3869247793,0.3727147412,0.3674675231,0.3653090486,0.367523463,0.37030709,0.3757482371,0.3828707401,0.3914056437,0.4008904014,0.4124716568,0.4236899479,0.4352812021,0.4456338044,0.4539270261,0.4600509832,0.4623913776,0.461981157,0.4582946009,0.4539115321,0.4481982873,0.4417129261,0.4356916165,0.4304868127,0.4224024259,0.4057474562,0.3782536177,0.3459480661,0.3215127043,0.3082901446,0.3032414301,0.3001781703,0.2995350193,0.2985680579,0.2971624842,0.296887668,0.2984286945,0.3011605169,0.3038936246,0.3065930323,0.3096328985,0.3138539043,0.3169195941,0.3189814755,0.3204027225,0.3213095013,0.3204434373,0.3187379114,0.316010468,0.3106904798,0.3039711297,0.2958926055,0.2862665738,0.2748515159,0.2627662131,0.2524999049,0.2434512417,0.2362198694,0.2289570542,0.220565284,0.2074005893,0.1884057835,0.1656587867,0.1413258423,0.1233185476,0.1106868353,0.1029591188,0.09776637215,0.09449608084,0.09316954513,0.09188071315,0.0916394837,0.09198213583,0.0937709376,0.09690366519,0.09982543403,0.1047279975,0.1094031852,0.113926591,0.1192591126,0.1247727763,0.1310288619,0.1355466293,0.1421001047,0.1474207682,0.1518350534,0.1580168355,0.1635815209,0.1684447099,0.1731847321,0.1763258745,0.1813907263,0.1863366289,0.1887937926,0.1924092214,0.1962517298,0.1995690664,0.2026337914,0.2050788584,0.2079781571,0.2083236592,0.2103701237,0.2108503277,0.2128817314,0.214522738,0.214237241,0.219938661,0.2331098559,0.2381991213
